step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,g_raw_x,g_raw_y,g_raw_z,g_raw_mag,g_eff_x,g_eff_y,g_eff_z,g_eff_mag,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,grav_power
490,4.9,0,0,6371984.416122092,0,0,-7.700535306200264,984.4161220919341,-7.700535306200264,0,0,-9.816939222511742,9.816939222511742,0,0,-2.068576297981104,2.068576297981104,0.2107149948771754,0.09094236137760491,1.719370241332161,-1.422222412257632,0.7788007830714049,75,80,1339.380718864968,1496869.125029288,19114.97377940703
500,5,0,0,6371983.634691789,0,0,-7.907381711142109,983.634691788815,-7.907381711142109,0,0,-9.816941623945461,9.816941623945461,0,0,-2.068314756462249,2.068314756462249,0.2106883014784585,0.09351342930201155,1.715626657815525,-1.425965995774268,0.7788007830714049,75,80,1416.742812196824,1496730.952193769,19625.94513376192
510,5.100000000000001,0,0,6371982.832579601,0,0,-8.114165996002239,982.8325796006247,-8.114165996002239,0,0,-9.816944089108732,9.816944089108732,0,0,-2.067292315735408,2.067292315735408,0.2105840979606817,0.09630883821467807,1.712797807870676,-1.428794845719117,0.7788007830714049,75,80,1496.545739038901,1496584.908837416,20129.22361456437
520,5.2,0,0,6371982.009797283,0,0,-8.32077957556749,982.009797282517,-8.32077957556749,0,0,-9.816946617968757,9.816946617968757,0,0,-2.064972640569967,2.064972640569967,0.2103477507752033,0.09925538640196459,1.711642418971122,-1.429950234618671,0.7788007830714049,75,80,1578.766955557482,1496430.751889212,20618.6186061123
530,5.3,0,0,6371981.166369573,0,0,-8.52708098338435,981.1663695732132,-8.52708098338435,0,0,-9.816949210453737,9.816949210453737,0,0,-2.061199856044665,2.061199856044665,0.2099633818874975,0.102258427215001,1.712353298156165,-1.429239355433628,0.7788007830714049,75,80,1663.363093731023,1496268.241793407,21091.22171451963
540,5.4,0,0,6371980.302335403,0,0,-8.732933239260564,980.3023354029283,-8.732933239260564,0,0,-9.816951866448015,9.816951866448015,0,0,-2.056172585833871,2.056172585833871,0.2094512241484422,0.105227479973368,1.71464535497033,-1.426947298619463,0.7788007830714049,75,80,1750.28503482705,1496097.143776008,21547.70150458195
550,5.5,0,0,6371979.417745689,0,0,-8.938234161627197,979.4177456889302,-8.938234161627197,0,0,-9.816954585797923,9.816954585797923,0,0,-2.050341503108525,2.050341503108525,0.2088571853102724,0.1080959705465225,1.717932314540528,-1.423660339049265,0.7788007830714049,75,80,1839.492601765465,1495917.227593007,21991.71895930401
560,5.600000000000001,0,0,6371978.512658772,0,0,-9.142933865220039,978.5126587720588,-9.142933865220039,0,0,-9.816957368325317,9.816957368325317,0,0,-2.044266060217366,2.044266060217366,0.2082382538212142,0.110831921718535,1.721523554944739,-1.420069098645054,0.7788007830714049,75,80,1930.96544916718,1495728.265994767,22428.70726977757
570,5.7,0,0,6371977.587134917,0,0,-9.34703753096373,977.5871349172667,-9.34703753096373,0,0,-9.816960213844425,9.816960213844425,0,0,-2.038469594863566,2.038469594863566,0.2076477392654401,0.1134391983216993,1.724794319835338,-1.416798333754455,0.7788007830714049,75,80,2024.708031390149,1495530.032416276,22864.38217070183
580,5.8,0,0,6371976.641231281,0,0,-9.550595195702549,976.6412312807515,-9.550595195702549,0,0,-9.816963122177667,9.816963122177667,0,0,-2.033326050897334,2.033326050897334,0.2071237332351603,0.115950830328949,1.727304684002426,-1.414287969587368,0.7788007830714049,75,80,2120.748183576227,1495322.298524934,23303.36881559629
590,5.9,0,0,6371975.674998398,0,0,-9.753682981354761,975.6749983979389,-9.753682981354761,0,0,-9.816966093167066,9.816966093167066,0,0,-2.028998989958564,2.028998989958564,0.2066828968036076,0.1184170911602768,1.728857657828396,-1.412734995761397,0.7788007830714049,75,80,2219.130418407173,1495104.832215482,23748.25550105381
600,6,0,0,6371974.68847878,0,0,-9.95638141773663,974.6884787799791,-9.95638141773663,0,0,-9.816969126679242,9.816969126679242,0,0,-2.025438330972014,2.025438330972014,0.2063201284261503,0.1208915848019634,1.729496873589412,-1.412095780000381,0.7788007830714049,75,80,2319.906154627479,1494877.396465234,24199.2438735135
610,6.100000000000001,0,0,6371973.681707557,0,0,-10.1587562617797,973.6817075572908,-10.1587562617797,0,0,-9.816972222604004,9.816972222604004,0,0,-2.022426238493204,2.022426238493204,0.2060132383624841,0.1234186174243146,1.729453338763488,-1.412139314826305,0.7788007830714049,75,80,2423.123544599597,1494639.749210501,24654.40225713648
620,6.2,0,0,6371972.654714728,0,0,-10.36084577536601,972.6547147277743,-10.36084577536601,0,0,-9.816975380847833,9.816975380847833,0,0,-2.019653780471464,2.019653780471464,0.2057307573992346,0.1260245258771524,1.729059588075374,-1.412533065514419,0.7788007830714049,75,80,2528.819330733844,1494391.644146164,25110.38560691971
630,6.3,0,0,6371971.607528213,0,0,-10.56265631434397,971.6075282134116,-10.56265631434397,0,0,-9.816978601324582,9.816978601324582,0,0,-2.016805940898549,2.016805940898549,0.2054405966237337,0.1287144456450087,1.728655475503714,-1.412937178086079,0.7788007830714049,75,80,2637.014381582789,1494132.832146652,25563.3936077262
640,6.4,0,0,6371970.540176923,0,0,-10.76416589064498,970.5401769233868,-10.76416589064497,0,0,-9.81698188394595,9.81698188394595,0,0,-2.013634290534059,2.013634290534059,0.2051174499799194,0.1314745058139687,1.728509413141671,-1.413083240448122,0.7788007830714049,75,80,2747.713490396477,1493863.062899059,26010.11225567977
650,6.5,0,0,6371969.452693094,0,0,-10.96533360943241,969.4526930944994,-10.96533360943241,0,0,-9.816985228613953,9.816985228613953,0,0,-2.010002769561342,2.010002769561342,0.2047474578756325,0.134278092726293,1.728771444433223,-1.41282120915657,0.7788007830714049,75,80,2860.908949106581,1493582.086340829,26448.42110894786
